brand,model,year,age_years,mileage_km,fuel_type,transmission,region,accident_history,owners_count,engine_cc,price_krw,export_demand_index
Genesis,G80,2026,0,500,Бензин,Автомат,Ульсан,1,2,2999,52700000,0.847
Renault Korea,QM6,2021,5,70561,Бензин,Автомат,Ульсан,0,1,2199,13300000,1.129
Kia,Sportage,2021,5,73100,Дизель,Автомат,Тэгу,0,1,2199,13700000,1.262
Kia,K5,2023,3,45884,Дизель,Автомат,Тэгу,0,2,2999,18800000,1.063
Genesis,G80,2023,3,40266,Дизель,Автомат,Кёнгидо (Ансан),0,1,2497,36100000,1.461
Renault Korea,QM6,2025,1,19506,LPG,Автомат,Инчхон,0,1,2199,24600000,0.789
Hyundai,Sonata,2024,2,35576,Бензин,Автомат,Кёнгидо (Ансан),1,2,1600,17600000,0.797
Hyundai,Santa Fe,2023,3,39037,Дизель,Механика,Тэгу,0,1,1998,26500000,1.04
Ssangyong,Torres,2024,2,46701,Дизель,Автомат,Ульсан,1,1,1998,21400000,0.897
Renault Korea,QM6,2019,7,88255,Гибрид,Автомат,Инчхон,0,3,1600,4000000,0.789
Chevrolet,Trailblazer,2016,10,160756,Дизель,Автомат,Сеул,0,3,2999,4200000,0.872
Kia,K5,2019,7,90891,Дизель,Автомат,Инчхон,0,2,1998,5100000,0.821
Ssangyong,Torres,2016,10,100083,Гибрид,Автомат,Инчхон,0,1,2199,4500000,0.836
Hyundai,Santa Fe,2016,10,138793,Бензин,Автомат,Ульсан,0,3,1600,5700000,1.026
Chevrolet,Trailblazer,2024,2,27648,Гибрид,Автомат,Тэгу,0,2,2999,21300000,1.021
Hyundai,Sonata,2025,1,10603,Бензин,Автомат,Инчхон,0,3,2999,23900000,0.821
Hyundai,Santa Fe,2020,6,84241,Бензин,Автомат,Ульсан,0,1,2999,10200000,1.328
Chevrolet,Trailblazer,2026,0,1417,Бензин,Автомат,Пусан,1,1,2199,27100000,0.654
Hyundai,Sonata,2019,7,103169,Бензин,Автомат,Пусан,1,3,1998,4000000,0.616
Hyundai,Santa Fe,2022,4,57596,Дизель,Автомат,Ульсан,0,3,1600,25000000,1.328
Ssangyong,Torres,2019,7,88501,Дизель,Автомат,Кёнгидо (Ансан),0,2,2497,8500000,0.924
Kia,Sportage,2020,6,100408,Гибрид,Автомат,Сеул,0,3,2999,9400000,1.142
Genesis,G80,2019,7,129292,Дизель,Автомат,Кёнгидо (Ансан),0,3,1600,8200000,1.129
Hyundai,Sonata,2022,4,57369,Дизель,Автомат,Кёнгидо (Ансан),1,2,2199,13700000,0.797
Hyundai,Santa Fe,2021,5,84738,Бензин,Механика,Ульсан,0,3,1998,19400000,1.04
Genesis,G80,2026,0,500,Дизель,Механика,Кёнгидо (Ансан),0,1,1998,54000000,0.884
Genesis,G80,2016,10,92526,Дизель,Автомат,Тэгу,0,1,1600,8200000,1.129
Hyundai,Tucson,2020,6,66459,Бензин,Автомат,Кёнгидо (Ансан),1,2,2999,7600000,0.897
Kia,Sportage,2020,6,95429,Бензин,Автомат,Кёнгидо (Ансан),1,3,2999,8000000,0.946
Kia,Carnival,2020,6,81217,Гибрид,Автомат,Пусан,0,3,1998,15000000,1.262
Kia,Sorento,2022,4,56800,Гибрид,Автомат,Пусан,1,2,2999,15800000,0.901
Kia,Carnival,2025,1,12779,Бензин,Автомат,Сеул,0,3,2999,33100000,1.078
Kia,K5,2016,10,140540,Бензин,Автомат,Сеул,0,2,2497,3900000,0.821
Genesis,G80,2018,8,73723,Бензин,Автомат,Кёнгидо (Ансан),0,3,2497,8200000,1.129
Hyundai,Avante,2024,2,34624,Бензин,Автомат,Ульсан,0,1,1600,15200000,0.93
Renault Korea,QM6,2020,6,57438,Бензин,Автомат,Инчхон,0,3,2497,5300000,1.129
Kia,Sportage,2019,7,122499,Дизель,Автомат,Сеул,1,2,1600,6500000,0.731
Ssangyong,Torres,2022,4,68791,Дизель,Автомат,Тэгу,0,1,2999,14500000,1.195
Kia,Sportage,2026,0,500,Бензин,Автомат,Тэгу,0,2,1998,29700000,0.975
Hyundai,Avante,2022,4,71685,Дизель,Автомат,Сеул,0,3,2199,9300000,0.93
Hyundai,Santa Fe,2024,2,31051,Бензин,Автомат,Инчхон,1,2,2199,25800000,0.996
Chevrolet,Trailblazer,2018,8,112852,Бензин,Автомат,Кёнгидо (Ансан),0,3,1998,4200000,0.872
Chevrolet,Trailblazer,2026,0,502,Бензин,Автомат,Тэгу,1,1,1998,19500000,0.654
Kia,K5,2016,10,91346,Дизель,Автомат,Пусан,0,3,2497,3900000,0.821
Kia,Carnival,2025,1,13199,Дизель,Автомат,Пусан,0,2,1600,37700000,1.078
Kia,K5,2024,2,30452,Дизель,Механика,Пусан,0,3,2497,19800000,0.832
Hyundai,Santa Fe,2024,2,32318,Бензин,Механика,Инчхон,1,3,2497,24700000,0.78
Genesis,G80,2017,9,156595,Дизель,Автомат,Инчхон,0,1,2999,8200000,1.129
Hyundai,Avante,2021,5,86524,Гибрид,Автомат,Пусан,0,2,2199,9200000,0.841
Kia,Sorento,2018,8,113111,Бензин,Автомат,Ульсан,1,3,2199,5600000,0.77
Hyundai,Avante,2025,1,18992,Бензин,Автомат,Инчхон,0,1,1998,17000000,0.718
Kia,Sorento,2023,3,35609,Дизель,Автомат,Тэгу,1,3,2497,22100000,0.996
Chevrolet,Trailblazer,2020,6,98713,Дизель,Автомат,Инчхон,1,2,2199,4200000,0.847
Chevrolet,Trailblazer,2024,2,33676,LPG,Автомат,Кёнгидо (Ансан),0,1,2999,20100000,1.021
Hyundai,Avante,2020,6,102056,Дизель,Автомат,Тэгу,1,1,2497,5500000,0.697
Ssangyong,Torres,2020,6,61056,Бензин,Автомат,Ульсан,1,3,2999,5300000,0.897
Hyundai,Santa Fe,2025,1,15881,Дизель,Автомат,Инчхон,0,1,1600,30700000,1.026
Kia,Sportage,2017,9,139804,Бензин,Автомат,Ульсан,0,2,1600,4600000,0.975
Hyundai,Santa Fe,2018,8,109982,Гибрид,Автомат,Инчхон,0,2,2199,5700000,0.929
Hyundai,Tucson,2024,2,30589,Дизель,Автомат,Пусан,0,3,2999,23800000,1.195
Kia,K5,2020,6,83075,Дизель,Автомат,Ульсан,1,3,1998,6200000,0.797
Kia,Sorento,2016,10,197218,Бензин,Автомат,Инчхон,0,3,2497,5600000,1.026
Chevrolet,Trailblazer,2025,1,13079,Бензин,Автомат,Пусан,0,2,1998,25600000,0.872
Ssangyong,Torres,2020,6,107173,Дизель,Автомат,Пусан,0,2,2999,8100000,1.195
Hyundai,Tucson,2024,2,43971,Дизель,Автомат,Тэгу,0,3,2999,21000000,1.195
Renault Korea,QM6,2025,1,8639,Бензин,Автомат,Тэгу,0,2,2199,22300000,0.872
Chevrolet,Trailblazer,2023,3,36381,Бензин,Автомат,Пусан,1,3,2999,17800000,0.847
Kia,Carnival,2017,9,103800,Бензин,Автомат,Пусан,0,1,2999,6300000,1.078
Kia,Sportage,2019,7,123029,Бензин,Автомат,Инчхон,0,3,2497,7800000,0.975
Renault Korea,QM6,2026,0,500,Дизель,Автомат,Тэгу,1,2,2199,21900000,0.654
Hyundai,Santa Fe,2026,0,500,Гибрид,Автомат,Кёнгидо (Ансан),1,2,2199,32000000,0.696
Hyundai,Sonata,2017,9,84337,Дизель,Автомат,Инчхон,0,1,1998,4000000,0.821
Genesis,G80,2023,3,38620,Гибрид,Автомат,Сеул,0,2,2199,36700000,1.322
Hyundai,Sonata,2023,3,46971,Бензин,Автомат,Инчхон,0,2,2999,17400000,1.063
Ssangyong,Torres,2017,9,171523,Бензин,Автомат,Кёнгидо (Ансан),0,1,2199,4500000,0.924
Kia,Sportage,2026,0,500,Дизель,Автомат,Сеул,0,1,2999,27800000,0.975
Kia,Sorento,2026,0,500,Гибрид,Автомат,Тэгу,0,1,1998,34000000,0.929
Hyundai,Avante,2019,7,127751,Бензин,Автомат,Пусан,0,2,2199,3500000,0.718
Kia,K5,2022,4,65511,Дизель,Автомат,Ульсан,0,1,1600,14400000,1.063
Kia,K5,2026,0,1817,Дизель,Автомат,Инчхон,1,3,2199,22100000,0.616
Kia,Sorento,2022,4,76206,Бензин,Автомат,Ульсан,0,2,2999,17500000,1.328
Ssangyong,Torres,2023,3,47463,Бензин,Автомат,Ульсан,0,2,2199,18800000,1.195
Kia,Sportage,2016,10,134348,Гибрид,Автомат,Инчхон,0,3,2497,4600000,0.882
Hyundai,Tucson,2019,7,89782,Дизель,Автомат,Кёнгидо (Ансан),0,1,2497,6400000,0.924
Chevrolet,Trailblazer,2026,0,500,Бензин,Автомат,Пусан,1,1,2497,23600000,0.654
Hyundai,Avante,2026,0,7819,Бензин,Автомат,Пусан,0,3,1600,19800000,0.718
Hyundai,Avante,2018,8,122435,Бензин,Автомат,Инчхон,0,2,2999,3000000,0.718
Hyundai,Santa Fe,2023,3,46551,Дизель,Автомат,Пусан,1,2,2999,19500000,0.996
Hyundai,Santa Fe,2024,2,25092,Дизель,Автомат,Ульсан,0,3,2999,24900000,1.328
Ssangyong,Torres,2021,5,103192,Бензин,Автомат,Пусан,0,2,1600,14200000,1.195
Ssangyong,Torres,2018,8,161339,Бензин,Автомат,Ульсан,0,3,1600,4500000,0.924
Hyundai,Avante,2022,4,64986,Гибрид,Автомат,Ульсан,1,2,2497,7700000,0.631
Kia,Sportage,2016,10,162953,Дизель,Автомат,Ульсан,0,2,1998,4600000,0.975
Kia,Sportage,2017,9,106692,Бензин,Автомат,Инчхон,1,1,2497,4600000,0.731
Hyundai,Tucson,2023,3,55769,Дизель,Автомат,Тэгу,0,3,1998,22700000,1.195
Hyundai,Sonata,2017,9,132734,Гибрид,Автомат,Сеул,1,3,2999,4000000,0.557
Ssangyong,Torres,2019,7,126039,Дизель,Автомат,Пусан,1,2,1600,5100000,0.693
Renault Korea,QM6,2025,1,8008,Дизель,Автомат,Тэгу,0,1,2199,24300000,0.872
Kia,K5,2023,3,45733,Бензин,Автомат,Тэгу,0,1,2497,17900000,1.063
Hyundai,Sonata,2016,10,206294,Гибрид,Автомат,Инчхон,0,2,2199,4000000,0.743
Genesis,G80,2024,2,42992,Гибрид,Автомат,Кёнгидо (Ансан),0,3,2999,40000000,1.322
Hyundai,Tucson,2026,0,500,Бензин,Автомат,Сеул,0,2,1998,32700000,0.924
Chevrolet,Trailblazer,2018,8,103068,Гибрид,Автомат,Инчхон,1,3,2199,4200000,0.592
Genesis,G80,2024,2,28757,Дизель,Механика,Пусан,0,1,2199,41000000,1.143
Kia,Sportage,2023,3,57711,LPG,Автомат,Инчхон,0,2,2199,22200000,1.142
Hyundai,Sonata,2020,6,85035,Бензин,Автомат,Кёнгидо (Ансан),0,1,1600,9800000,1.063
Kia,Carnival,2018,8,113719,Бензин,Автомат,Тэгу,0,2,1600,6400000,1.078
Hyundai,Santa Fe,2018,8,108787,LPG,Автомат,Кёнгидо (Ансан),1,1,2497,5700000,0.696
Hyundai,Sonata,2018,8,103067,Гибрид,Механика,Инчхон,0,2,1600,4900000,0.581
Ssangyong,Torres,2020,6,84960,Дизель,Автомат,Кёнгидо (Ансан),0,3,2497,12700000,1.195
Chevrolet,Trailblazer,2026,0,500,Бензин,Автомат,Тэгу,0,2,2199,28600000,0.872
Renault Korea,QM6,2021,5,77503,Бензин,Автомат,Ульсан,0,1,2199,11600000,1.129
Kia,Carnival,2017,9,158964,Дизель,Автомат,Сеул,0,2,2497,6300000,1.078
Kia,Sorento,2017,9,115186,Бензин,Автомат,Тэгу,0,1,2999,5600000,1.026
Hyundai,Santa Fe,2024,2,23168,Бензин,Автомат,Сеул,0,1,2999,28800000,1.328
Kia,Sorento,2026,0,5795,Бензин,Автомат,Ульсан,0,1,1600,36800000,1.026
Hyundai,Tucson,2023,3,47785,LPG,Автомат,Инчхон,0,3,2999,22100000,1.082
Kia,Sorento,2016,10,129794,Бензин,Автомат,Ульсан,0,1,1600,5600000,1.026
Kia,K5,2018,8,77084,Бензин,Автомат,Инчхон,1,3,1998,3900000,0.616
Hyundai,Tucson,2017,9,128829,Дизель,Автомат,Пусан,0,2,1998,4800000,0.924
Kia,Sportage,2018,8,87215,Дизель,Автомат,Кёнгидо (Ансан),0,3,2999,4600000,0.975
Hyundai,Avante,2020,6,91425,Дизель,Автомат,Инчхон,0,2,2999,6300000,0.93
Hyundai,Tucson,2020,6,60584,Дизель,Автомат,Пусан,0,2,2999,8200000,1.195
Genesis,G80,2023,3,44506,Гибрид,Автомат,Сеул,0,1,2999,35100000,1.322
Hyundai,Tucson,2017,9,181926,Гибрид,Автомат,Ульсан,1,3,2999,4800000,0.627
Hyundai,Santa Fe,2017,9,98185,Бензин,Автомат,Инчхон,1,1,2497,5700000,0.77
Hyundai,Tucson,2025,1,18124,Бензин,Автомат,Инчхон,0,2,1998,30500000,0.924
Hyundai,Avante,2024,2,38102,Бензин,Автомат,Сеул,0,3,2999,14900000,0.93
Renault Korea,QM6,2026,0,500,Гибрид,Автомат,Сеул,0,1,1998,24500000,0.789
Hyundai,Tucson,2018,8,194185,Бензин,Автомат,Тэгу,0,3,1600,4800000,0.924
Hyundai,Tucson,2024,2,30429,Гибрид,Автомат,Сеул,0,1,2497,26600000,1.082
Genesis,G80,2018,8,95379,Бензин,Автомат,Кёнгидо (Ансан),0,3,2999,8200000,1.129
Hyundai,Avante,2022,4,80240,Дизель,Автомат,Ульсан,0,1,1998,10300000,0.93
Genesis,G80,2024,2,18427,Бензин,Автомат,Ульсан,0,2,1600,40800000,1.461
Kia,K5,2024,2,34215,Бензин,Автомат,Сеул,0,2,2199,19600000,1.063
Kia,Sportage,2021,5,81625,Бензин,Автомат,Инчхон,0,1,1600,15000000,1.262
Kia,Carnival,2023,3,27182,Гибрид,Автомат,Сеул,0,1,2999,29000000,1.262
Hyundai,Tucson,2019,7,95525,Бензин,Автомат,Инчхон,0,3,1600,5700000,0.924
Renault Korea,QM6,2020,6,113583,Бензин,Автомат,Тэгу,1,3,1998,5000000,0.847
Hyundai,Santa Fe,2020,6,70214,Бензин,Автомат,Тэгу,0,2,1998,13000000,1.328
Kia,Carnival,2023,3,50686,Гибрид,Автомат,Пусан,1,3,2497,23300000,0.946
Hyundai,Tucson,2020,6,76469,Дизель,Автомат,Кёнгидо (Ансан),1,2,2497,5000000,0.897
Hyundai,Sonata,2020,6,103345,Дизель,Автомат,Тэгу,0,2,2199,10000000,1.063
Genesis,G80,2016,10,193948,Дизель,Автомат,Пусан,1,2,2199,8200000,0.847
Genesis,G80,2019,7,138788,Гибрид,Автомат,Инчхон,0,2,2999,15500000,1.021
Renault Korea,QM6,2026,0,500,Бензин,Автомат,Сеул,0,2,2199,24800000,0.872
Hyundai,Avante,2019,7,102517,Дизель,Автомат,Сеул,0,2,1998,4000000,0.718
Kia,Carnival,2024,2,26353,Дизель,Автомат,Ульсан,0,1,2999,32000000,1.395
Hyundai,Sonata,2025,1,22859,Гибрид,Механика,Пусан,0,1,1998,24900000,0.581
Hyundai,Avante,2023,3,28752,Дизель,Автомат,Тэгу,0,2,2199,13200000,0.93
Hyundai,Avante,2022,4,61292,Дизель,Автомат,Ульсан,0,1,1998,9600000,0.93
Kia,Sportage,2026,0,500,Дизель,Автомат,Инчхон,0,2,2497,28700000,0.975
Kia,Carnival,2016,10,175275,Гибрид,Автомат,Сеул,0,1,2999,6300000,0.975
Hyundai,Santa Fe,2025,1,18729,LPG,Автомат,Ульсан,1,1,2999,28900000,0.696
Hyundai,Tucson,2025,1,10905,Дизель,Автомат,Сеул,0,1,2199,28500000,0.924
Kia,Carnival,2023,3,31663,Бензин,Механика,Тэгу,0,1,2497,28000000,1.091
Kia,Sorento,2017,9,131291,Бензин,Автомат,Ульсан,1,3,1998,5600000,0.77
Kia,Sportage,2020,6,104109,Бензин,Механика,Сеул,0,2,2497,6900000,0.988
Genesis,G80,2025,1,3317,Гибрид,Автомат,Тэгу,1,3,2497,40800000,0.766
Kia,K5,2019,7,91307,Бензин,Автомат,Сеул,0,1,2999,5200000,0.821
Ssangyong,Torres,2021,5,61221,Дизель,Автомат,Сеул,0,2,1600,13900000,1.195
Hyundai,Avante,2021,5,74657,Дизель,Автомат,Пусан,0,2,2199,8300000,0.93
Hyundai,Avante,2024,2,36610,Дизель,Автомат,Инчхон,0,2,1600,15800000,0.93
Kia,Carnival,2016,10,153016,Бензин,Автомат,Инчхон,0,3,1998,6300000,1.078
Renault Korea,QM6,2024,2,23566,Дизель,Автомат,Пусан,1,2,1998,15100000,0.847
Kia,Sportage,2017,9,113783,Бензин,Автомат,Кёнгидо (Ансан),0,1,1600,4600000,0.975
Hyundai,Tucson,2024,2,44947,Гибрид,Автомат,Кёнгидо (Ансан),0,2,1600,26900000,1.082
Genesis,G80,2023,3,56185,Гибрид,Автомат,Инчхон,0,2,2497,35400000,1.322
Genesis,G80,2024,2,17580,Бензин,Автомат,Пусан,0,3,1600,38500000,1.461
Renault Korea,QM6,2020,6,101217,Бензин,Автомат,Тэгу,0,3,2999,6200000,1.129
Kia,K5,2020,6,120974,Бензин,Механика,Ульсан,1,3,1998,4300000,0.624
Kia,Carnival,2016,10,162900,Бензин,Автомат,Кёнгидо (Ансан),0,3,1998,6300000,1.078
Ssangyong,Torres,2025,1,23954,Бензин,Автомат,Сеул,0,2,2999,25400000,0.924
Genesis,G80,2019,7,107276,Дизель,Автомат,Инчхон,0,1,2999,15300000,1.129
Hyundai,Avante,2021,5,92567,Бензин,Автомат,Ульсан,0,3,1998,8900000,0.93
Hyundai,Santa Fe,2025,1,13018,Дизель,Автомат,Пусан,1,1,1600,30700000,0.77
Renault Korea,QM6,2026,0,4056,Гибрид,Автомат,Сеул,0,2,2497,27300000,0.789
Kia,Sportage,2024,2,29949,Бензин,Автомат,Тэгу,0,1,2497,24900000,1.262
Kia,Carnival,2022,4,48571,Дизель,Автомат,Кёнгидо (Ансан),1,1,1998,19000000,1.046
Ssangyong,Torres,2018,8,128932,Дизель,Автомат,Тэгу,0,3,1998,4500000,0.924
Hyundai,Sonata,2022,4,45220,Дизель,Автомат,Тэгу,0,1,2999,14500000,1.063
Kia,Sportage,2025,1,22424,Дизель,Механика,Пусан,1,2,2199,24300000,0.572
Kia,K5,2021,5,62660,Дизель,Автомат,Инчхон,0,2,2199,9700000,1.063
Kia,K5,2026,0,1761,Бензин,Автомат,Ульсан,0,1,1998,24900000,0.821
Kia,K5,2019,7,87672,Дизель,Автомат,Ульсан,1,3,1998,3900000,0.616
Ssangyong,Torres,2022,4,51242,LPG,Автомат,Кёнгидо (Ансан),0,1,2999,15300000,1.082
Genesis,G80,2024,2,32346,Бензин,Автомат,Инчхон,0,2,2999,47200000,1.461
Hyundai,Sonata,2019,7,64427,Гибрид,Механика,Тэгу,0,2,1600,7000000,0.581
Renault Korea,QM6,2025,1,23812,Бензин,Автомат,Инчхон,0,1,2999,22600000,0.872
Hyundai,Sonata,2018,8,122090,Бензин,Автомат,Пусан,0,3,1998,4000000,0.821
Kia,Sorento,2016,10,174749,Гибрид,Автомат,Ульсан,0,3,1600,5600000,0.929
Hyundai,Tucson,2016,10,166151,Бензин,Автомат,Пусан,0,1,1998,4800000,0.924
Kia,Sorento,2025,1,10091,Бензин,Автомат,Сеул,0,2,2497,31100000,1.026
Kia,Sportage,2023,3,46517,Бензин,Автомат,Ульсан,0,3,2999,19900000,1.262
Hyundai,Tucson,2021,5,85959,Дизель,Автомат,Кёнгидо (Ансан),0,2,2497,15200000,1.195
Kia,Carnival,2017,9,147158,Дизель,Автомат,Кёнгидо (Ансан),0,3,2497,6300000,1.078
Kia,Sportage,2024,2,32853,Бензин,Автомат,Тэгу,0,3,2497,22900000,1.262
Genesis,G80,2021,5,64790,Бензин,Автомат,Пусан,0,2,1600,25400000,1.461
Ssangyong,Torres,2017,9,154677,LPG,Автомат,Пусан,0,3,1600,4500000,0.836
Genesis,G80,2024,2,37507,Дизель,Автомат,Сеул,0,3,1600,42300000,1.461
Ssangyong,Torres,2026,0,500,Бензин,Автомат,Инчхон,0,3,2999,29700000,0.924
Chevrolet,Trailblazer,2026,0,4105,Гибрид,Автомат,Сеул,0,3,1600,25100000,0.789
Hyundai,Avante,2021,5,66800,Бензин,Автомат,Кёнгидо (Ансан),1,3,2999,6200000,0.697
Renault Korea,QM6,2016,10,164890,Дизель,Автомат,Сеул,0,1,2199,3900000,0.872
Hyundai,Avante,2020,6,62300,LPG,Автомат,Тэгу,0,2,1600,5300000,0.841
Kia,Sorento,2026,0,1852,Дизель,Автомат,Пусан,0,2,2497,34000000,1.026
Hyundai,Sonata,2020,6,106104,Гибрид,Автомат,Кёнгидо (Ансан),1,3,1600,7500000,0.721
Hyundai,Santa Fe,2016,10,209857,Дизель,Автомат,Ульсан,0,3,2497,5700000,1.026
Ssangyong,Torres,2018,8,129206,Бензин,Автомат,Кёнгидо (Ансан),0,3,2497,4500000,0.924
Kia,K5,2025,1,13442,Гибрид,Автомат,Инчхон,1,1,2999,19100000,0.557
Renault Korea,QM6,2022,4,55030,Гибрид,Механика,Пусан,1,1,1600,12500000,0.6
Hyundai,Sonata,2025,1,8629,Бензин,Механика,Кёнгидо (Ансан),0,3,2999,21700000,0.643
Kia,Sorento,2023,3,38108,Бензин,Автомат,Пусан,0,3,2497,23500000,1.328
Chevrolet,Trailblazer,2016,10,193914,Бензин,Автомат,Ульсан,0,2,2497,4200000,0.872
Ssangyong,Torres,2016,10,160636,Гибрид,Автомат,Ульсан,1,2,1600,4500000,0.627
Hyundai,Tucson,2022,4,50498,Дизель,Автомат,Ульсан,0,2,1600,17100000,1.195
Kia,Sorento,2025,1,22182,Гибрид,Автомат,Сеул,0,3,1998,31800000,0.929
Kia,Sportage,2025,1,18776,Бензин,Автомат,Кёнгидо (Ансан),0,2,1998,28100000,0.975
Kia,Sorento,2026,0,500,Гибрид,Автомат,Сеул,0,2,2497,36000000,0.929
Kia,K5,2024,2,24958,Дизель,Автомат,Пусан,0,1,2497,21400000,1.063
Kia,K5,2023,3,45567,Дизель,Автомат,Пусан,0,2,1998,15200000,1.063
Hyundai,Avante,2023,3,52013,Дизель,Автомат,Сеул,0,1,1600,13000000,0.93
Kia,Carnival,2026,0,5556,Бензин,Автомат,Кёнгидо (Ансан),0,3,2199,39900000,1.078
Renault Korea,QM6,2018,8,99834,Бензин,Автомат,Сеул,0,2,1600,3900000,0.872
Kia,Sorento,2022,4,61270,Дизель,Автомат,Ульсан,0,3,1600,22600000,1.328
Kia,Carnival,2021,5,91171,Бензин,Автомат,Инчхон,0,1,1998,17700000,1.395
Chevrolet,Trailblazer,2022,4,42395,Гибрид,Автомат,Инчхон,0,3,1998,16000000,1.021
Kia,Carnival,2024,2,29778,Бензин,Автомат,Кёнгидо (Ансан),0,1,2199,31300000,1.395
Genesis,G80,2017,9,159199,Гибрид,Автомат,Тэгу,0,2,2999,8200000,1.021
Chevrolet,Trailblazer,2018,8,152348,Бензин,Автомат,Тэгу,1,2,2199,4200000,0.654
Hyundai,Sonata,2022,4,73031,Бензин,Автомат,Тэгу,1,1,2199,12500000,0.797
Kia,Sportage,2020,6,113231,Бензин,Автомат,Тэгу,0,1,2497,12100000,1.262
Kia,Carnival,2021,5,61248,Гибрид,Автомат,Тэгу,0,1,2497,19500000,1.262
Ssangyong,Torres,2024,2,25845,Бензин,Автомат,Ульсан,0,1,2199,24100000,1.195
Hyundai,Santa Fe,2026,0,3522,Бензин,Автомат,Кёнгидо (Ансан),0,3,2199,34200000,1.026
Genesis,G80,2026,0,500,Бензин,Автомат,Кёнгидо (Ансан),0,3,1600,52100000,1.129
Hyundai,Santa Fe,2023,3,16532,Гибрид,Автомат,Сеул,0,2,1998,27200000,1.202
Kia,K5,2024,2,14997,Бензин,Автомат,Сеул,0,2,2497,20500000,1.063
Hyundai,Tucson,2016,10,116287,Бензин,Автомат,Пусан,1,2,1600,4800000,0.693
Kia,Sorento,2025,1,20677,Бензин,Автомат,Инчхон,0,2,1998,33500000,1.026
Chevrolet,Trailblazer,2022,4,52393,LPG,Автомат,Ульсан,0,3,2999,15400000,1.021
Kia,Sportage,2021,5,38225,Бензин,Автомат,Кёнгидо (Ансан),0,3,2497,13000000,1.262
Hyundai,Sonata,2026,0,500,Бензин,Автомат,Сеул,0,1,1998,25700000,0.821
Hyundai,Avante,2017,9,132765,Дизель,Автомат,Сеул,0,3,1600,3000000,0.718
Genesis,G80,2019,7,101484,Бензин,Автомат,Инчхон,0,1,1600,13700000,1.129
Hyundai,Santa Fe,2016,10,182155,Бензин,Автомат,Ульсан,0,2,1600,5700000,1.026
Genesis,G80,2016,10,215836,Бензин,Автомат,Инчхон,1,3,2199,8200000,0.847
Kia,K5,2024,2,25495,Бензин,Механика,Инчхон,0,1,1600,19700000,0.832
Genesis,G80,2024,2,27278,Гибрид,Автомат,Кёнгидо (Ансан),0,3,2199,41500000,1.322
Hyundai,Tucson,2017,9,132956,Дизель,Автомат,Пусан,0,2,2999,4800000,0.924
Chevrolet,Trailblazer,2018,8,113974,Дизель,Автомат,Тэгу,1,3,2199,4200000,0.654
Hyundai,Tucson,2016,10,152839,Бензин,Автомат,Ульсан,0,2,1998,4800000,0.924
Kia,Sportage,2022,4,43557,Дизель,Автомат,Сеул,0,3,2199,19600000,1.262
Hyundai,Avante,2024,2,31998,Бензин,Автомат,Пусан,1,2,2999,14300000,0.697
Hyundai,Sonata,2020,6,109254,Бензин,Механика,Пусан,0,1,2999,10600000,0.832
Kia,Carnival,2019,7,106978,Бензин,Автомат,Ульсан,1,1,2497,6300000,0.808
Kia,Carnival,2023,3,34826,Дизель,Автомат,Кёнгидо (Ансан),0,3,2199,26700000,1.395
Hyundai,Santa Fe,2023,3,48955,LPG,Автомат,Тэгу,0,3,2199,25800000,1.202
Hyundai,Santa Fe,2021,5,88880,Дизель,Автомат,Сеул,0,3,1600,15800000,1.328
Hyundai,Tucson,2025,1,18734,Бензин,Автомат,Тэгу,0,3,2199,28800000,0.924
Kia,Carnival,2018,8,87843,Бензин,Автомат,Тэгу,0,3,2199,6300000,1.078
Ssangyong,Torres,2025,1,23705,Дизель,Автомат,Пусан,1,3,2999,21200000,0.693
Ssangyong,Torres,2026,0,500,Дизель,Автомат,Ульсан,1,3,2497,26400000,0.693
Kia,K5,2019,7,110259,Дизель,Автомат,Инчхон,0,3,1998,5000000,0.821
Chevrolet,Trailblazer,2025,1,17310,Бензин,Автомат,Кёнгидо (Ансан),0,2,2497,24400000,0.872
Kia,Sportage,2025,1,10848,Гибрид,Автомат,Инчхон,0,1,2497,27300000,0.882
Chevrolet,Trailblazer,2021,5,57144,Гибрид,Автомат,Сеул,0,1,2999,10900000,1.021
Kia,Sorento,2026,0,500,Дизель,Автомат,Кёнгидо (Ансан),0,3,2199,37500000,1.026
Hyundai,Tucson,2026,0,3585,Дизель,Автомат,Пусан,0,3,1998,28300000,0.924
Hyundai,Avante,2018,8,121030,Бензин,Автомат,Пусан,0,1,1998,3400000,0.718
Chevrolet,Trailblazer,2025,1,16232,Гибрид,Автомат,Сеул,0,1,2199,23100000,0.789
Hyundai,Sonata,2021,5,105266,Гибрид,Автомат,Ульсан,0,2,2999,12100000,0.961
Hyundai,Santa Fe,2021,5,65277,Дизель,Механика,Тэгу,1,3,1998,12700000,0.78
Chevrolet,Trailblazer,2025,1,7709,Дизель,Автомат,Ульсан,0,3,2999,22800000,0.872
Ssangyong,Torres,2021,5,49113,Гибрид,Автомат,Инчхон,0,1,1998,12100000,1.082
Chevrolet,Trailblazer,2016,10,161000,Бензин,Автомат,Тэгу,0,2,1600,4200000,0.872
Hyundai,Sonata,2022,4,84582,Бензин,Автомат,Ульсан,0,1,2199,15400000,1.063
Kia,Sportage,2026,0,500,Бензин,Автомат,Сеул,1,3,2999,26500000,0.731
